issuer,issue_date,listing_date,issue_price,listing_day_close,listing_day_return,status
Sabar Flex India Limited,2022-09-08,2022-09-21,11.0,22.05,1.0045454545454546,listed_alive
Mega Flex Plastics Limited,2022-09-06,2022-09-19,40.0,56.7,0.4175000000000001,listed_alive
Indiabulls Housing Finance Limited,2022-09-05,2024-04-09,,965.55,,listed_alive
Tamilnad Mercantile Bank Limited,2022-09-05,2022-09-15,510.0,509.65,-0.0006862745098039661,listed_alive
U Gro Capital Limited,2022-09-05,,,,,listed_alive
Viviana Power Tech Limited,2022-09-05,2026-06-22,10000.0,,,listed_alive
Jay Jalaram Technologies Limited,2022-08-26,2022-09-08,36.0,52.5,0.4583333333333333,listed_alive
JFL Life Sciences Limited,2022-08-25,2022-09-08,61.0,66.5,0.09016393442622951,listed_alive
Ameya Precision Engineers Limited,2022-08-25,2022-09-08,34.0,65.4,0.923529411764706,listed_alive
Dreamfolks Services Limited,2022-08-24,2022-09-06,326.0,462.4,0.41840490797546004,listed_alive
Syrma SGS Technology Limited,2022-08-12,2022-08-26,220.0,310.5,0.4113636363636364,listed_alive
Veekayem Fashion and Apparels Limited,2022-08-05,2022-08-22,28.0,50.0,0.7857142857142857,listed_alive
Upsurge Seeds of Agriculture Limited,2022-07-29,2022-08-11,120.0,147.0,0.225,listed_alive
Agni Green Power Limited,2022-07-20,2022-08-01,10.0,26.25,1.625,listed_alive
SKP Bearing Industries Limited,2022-06-30,2022-07-13,70.0,72.45,0.03500000000000004,listed_alive
Mangalam Worldwide Limited,2022-06-30,2026-05-04,100000.0,,,listed_alive
KCK Industries Limited,2022-06-27,2022-07-08,30.0,26.25,-0.125,listed_alive
Fidel Softech Limited,2022-05-30,2022-06-10,37.0,62.05,0.677027027027027,listed_alive
Aether Industries Limited,2022-05-24,2022-06-03,642.0,774.4,0.20623052959501553,listed_alive
Navi Finserv Limited,2022-05-23,2024-03-18,1000.0,1000.0,0.0,listed_alive
Globesecure Technologies Limited,2022-05-23,2022-06-02,29.0,37.1,0.27931034482758627,listed_alive
eMudhra Limited,2022-05-20,2022-06-01,256.0,257.9,0.007421874999999911,listed_alive
Rachana Infrastructure Limited,2022-05-20,2022-06-10,135.0,138.55,0.02629629629629638,listed_alive
ETHOS Limited,2022-05-18,2022-05-30,878.0,803.1,-0.08530751708428243,listed_alive
Paradeep Phosphates Limited,2022-05-17,2022-05-27,42.0,43.9,0.0452380952380952,listed_alive
Venus Pipes and Tubes Limited,2022-05-11,2022-05-24,326.0,354.35,0.08696319018404915,listed_alive
Delhivery Limited,2022-05-11,2022-05-24,487.0,536.35,0.10133470225872694,listed_alive
Prudent Corporate Advisory Services Limited,2022-05-10,2022-05-20,630.0,561.75,-0.10833333333333334,listed_alive
Life Insurance Corporation of India,2022-05-04,2022-05-17,949.0,875.25,-0.07771338250790305,listed_alive
Sonu Infratech Limited,2022-04-29,2022-05-13,36.0,37.6,0.04444444444444448,listed_alive
Rainbow Childrens Medicare Limited,2022-04-27,2022-05-10,542.0,450.2,-0.16937269372693728,listed_alive
Campus Activewear Limited,2022-04-26,2022-05-09,292.0,378.9,0.2976027397260273,listed_alive
LE MERITE EXPORTS LIMITED,2022-04-25,2025-12-12,507.0,513.75,0.013313609467455622,listed_alive
Dhani Loans and Services Limited,2022-04-19,2022-05-19,,,,listed_alive
U Gro Capital Limited,2022-04-07,,,,,listed_alive
Hariom Pipe Industries Limited,2022-03-30,2022-04-13,153.0,231.0,0.5098039215686274,listed_alive
Indiabulls Housing Finance Limited,2022-03-30,2024-04-09,,965.55,,listed_alive
Jeena Sikho Lifecare Limited,2022-03-30,2025-08-11,566.0,536.1,-0.052826855123674875,listed_alive
Veranda Learning Solutions Limited,2022-03-29,2022-04-11,137.0,131.25,-0.041970802919708027,listed_alive
UMA Exports Limited,2022-03-28,2022-04-07,68.0,79.8,0.17352941176470585,listed_alive
Krishna Defence And Allied Industries Limited,2022-03-25,2025-12-30,783.05,813.8,0.03926952301896431,listed_alive
Ruchi Soya Industries Limited,2022-03-24,2003-01-02,34.0,34.0,0.0,listed_alive
P.E. Analytics Limited,2022-03-22,,,,,listed_alive
Empyrean Cashews Limited,2022-03-21,2022-03-31,37.0,44.1,0.19189189189189193,listed_alive
KN Agri Resources Limited,2022-03-15,2025-12-09,197.0,203.25,0.031725888324873094,listed_alive
Swaraj Suiting Limited,2022-03-15,2022-03-28,56.0,53.2,-0.04999999999999995,listed_alive
Cool Caps Industries Limited,2022-03-10,2022-03-24,38.0,37.65,-0.009210526315789511,listed_alive
SP Refractories Limited,2022-03-09,2022-03-22,90.0,90.1,0.001111111111111048,listed_alive
Shigan Quantum Technologies Limited,2022-02-28,2022-03-11,50.0,64.05,0.2809999999999999,listed_alive
Vaidya Sane Ayurved Laboratories Limited,2022-02-10,2022-02-23,73.0,105.4,0.44383561643835623,listed_alive
Richa Info Systems Limited,2022-02-09,2022-02-21,125.0,118.75,-0.05,listed_alive
Vedant Fashions Limited,2022-02-04,2022-02-16,866.0,933.55,0.07800230946882211,listed_alive
Adani Wilmar Limited,2022-01-27,2022-02-08,230.0,268.25,0.16630434782608697,listed_alive
InCred Financial Services Limited,2022-01-24,2023-02-06,1000.0,998.2,-0.0017999999999999546,listed_alive
AGS Transact Technologies Limited,2022-01-19,2022-01-31,175.0,161.05,-0.07971428571428565,listed_alive
Precision Metaliks Limited,2022-01-19,2022-02-01,51.0,71.25,0.39705882352941174,listed_alive
Dhani Loans and Services Limited,2022-01-04,2022-05-19,1000.0,995.0,-0.005,listed_alive
Timescan Logistics (India) Private Limited,2021-12-31,,0.51,,,listed_alive
AB Cotspin India Limited,2021-12-30,,,,,listed_alive
CMS Info Systems Limited,2021-12-21,2021-12-31,216.0,238.2,0.10277777777777773,listed_alive
Vivo Collaboration Solutions Limited,2021-12-20,2021-12-31,82.0,337.35,3.1140243902439027,listed_alive
Supriya Lifescience Limited,2021-12-16,2021-12-28,274.0,390.85,0.4264598540145986,listed_alive
HP Adhesives Limited,2021-12-15,2021-12-27,274.0,330.75,0.2071167883211679,listed_alive
Data Patterns (India) Limited,2021-12-14,2021-12-24,585.0,755.0,0.2905982905982906,listed_alive
Euro Panel Products Limited,2021-12-14,2025-08-01,195.0,204.28,0.0475897435897436,listed_alive
MedPlus Health Services Limited,2021-12-13,2021-12-23,796.0,1121.15,0.40847989949748753,listed_alive
Nupur Recyclers Limited,2021-12-13,2021-12-23,60.0,77.7,0.29500000000000004,listed_alive
Foce India Limited,2021-12-13,2021-12-28,225.0,225.7,0.0031111111111110606,listed_alive
Metro Brands Limited,2021-12-10,2021-12-22,500.0,493.35,-0.013299999999999954,listed_alive
C.E. Info Systems Limited,2021-12-09,2021-12-21,1033.0,1393.65,0.34912875121006787,listed_alive
Indiabulls Housing Finance Limited,2021-12-09,2024-04-09,,965.55,,listed_alive
IIFL Home Finance Limited,2021-12-08,2025-12-02,,,,listed_alive
Shriram Properties Limited,2021-12-08,2021-12-20,118.0,99.6,-0.15593220338983055,listed_alive
RateGain Travel Technologies Limited,2021-12-07,2021-12-17,425.0,340.05,-0.19988235294117646,listed_alive
Anand Rathi Wealth Limited,2021-12-02,2021-12-14,550.0,583.55,0.060999999999999915,listed_alive
Tega Industries Limited,2021-12-01,2021-12-13,453.0,726.05,0.6027593818984547,listed_alive
Star Health and Allied Insurance Company Limited,2021-11-30,2021-12-10,900.0,906.85,0.007611111111111136,listed_alive
Go Fashion (India) Limited,2021-11-17,2021-11-30,690.0,1253.7,0.8169565217391305,listed_alive
Tarsons Products Limited,2021-11-15,2021-11-26,662.0,818.4,0.23625377643504528,listed_alive
Latent View Analytics Limited,2021-11-10,2021-11-23,197.0,488.75,1.4809644670050761,listed_alive
Sapphire Foods India Limited,2021-11-09,2021-11-18,1180.0,1211.55,0.02673728813559318,listed_alive
One 97 Communications Limited,2021-11-08,2021-11-18,2150.0,1560.8,-0.274046511627907,listed_alive
U Gro Capital Limited,2021-11-08,,,,,listed_alive
Sigachi Industries Limited,2021-11-01,2021-11-15,163.0,598.5,2.6717791411042944,listed_alive
PB Fintech Limited,2021-11-01,2021-11-15,980.0,1202.3,0.2268367346938775,listed_alive
S J S Enterprises Limited,2021-11-01,2021-11-15,542.0,510.2,-0.05867158671586718,listed_alive
FINO Payments Bank Limited,2021-10-29,2021-11-12,577.0,543.9,-0.057365684575389986,listed_alive
FSN Ecommerce Ventures Limited,2021-10-28,2021-11-10,1125.0,2205.8,0.9607111111111113,listed_alive
Nidan Laboratories and Healthcare Limited,2021-10-28,2021-11-12,125.0,117.75,-0.058,listed_alive
Kotyark Industries Limited,2021-10-21,2026-03-12,281.0,360.65,0.2834519572953736,listed_alive
D. K. Enterprises Global Limited,2021-10-07,,0.4,,,listed_alive
Bombay Metrics Supply Chain Limited,2021-09-30,2021-10-12,93.0,103.2,0.10967741935483874,listed_alive
Destiny Logistics & Infra Limited,2021-09-30,2021-10-13,20.0,19.7,-0.015000000000000036,listed_alive
Dynamic Services & Security Ltd.,2021-09-30,,0.51,,,listed_alive
Aditya Birla Sun Life AMC Limited,2021-09-29,2021-10-11,712.0,699.45,-0.017626404494381957,listed_alive
Jainam Ferro Alloys (I) Limited,2021-09-28,2021-10-08,70.0,73.1,0.044285714285714206,listed_alive
IIFL Finance Limited,2021-09-27,2026-03-13,,,,listed_alive
JM Financial Products Limited,2021-09-23,,,,,listed_alive
Paras Defence and Space Technologies Limited,2021-09-21,2021-10-01,175.0,492.45,1.8139999999999998,listed_alive
Quadpro ITeS Limited,2021-09-20,2021-09-30,20.0,19.85,-0.007499999999999929,listed_alive
Sansera Engineering Limited,2021-09-14,2021-09-24,744.0,818.55,0.10020161290322574,listed_alive
Indiabulls Housing Finance Limited,2021-09-06,2024-04-09,,965.55,,listed_alive
BEW Engineering Limited,2021-09-02,2021-09-16,58.0,133.95,1.3094827586206894,listed_alive
Vijaya Diagnostic Centre Limited,2021-09-01,2021-09-14,531.0,620.1,0.16779661016949157,listed_alive
Ami Organics Limited,2021-09-01,2021-09-14,610.0,935.0,0.5327868852459017,listed_alive
DU Digital Technologies Limited,2021-08-12,2021-08-26,65.0,63.0,-0.03076923076923077,listed_alive
Chemplast Sanmar Limited,2021-08-10,2021-08-24,541.0,535.6,-0.00998151571164506,listed_alive
Aptus Value Housing Finance India Limited,2021-08-10,2021-08-24,353.0,346.9,-0.017280453257790433,listed_alive
CarTrade Tech Limited,2021-08-09,2021-08-20,1618.0,1501.05,-0.07228059332509273,listed_alive
Nuvoco Vistas Corporation Limited,2021-08-09,2025-09-23,,,,listed_alive
Devyani International Limited,2021-08-04,2021-08-16,90.0,123.5,0.37222222222222223,listed_alive
Krsnaa Diagnostics Limited,2021-08-04,2021-08-16,954.0,987.0,0.03459119496855346,listed_alive
Windlas Biotech Limited,2021-08-04,2021-08-16,460.0,407.15,-0.11489130434782614,listed_alive
Exxaro Tiles Limited,2021-08-04,2021-08-16,120.0,132.3,0.10250000000000009,listed_alive
Rolex Rings Limited,2021-07-28,2021-08-09,900.0,1167.0,0.2966666666666667,listed_alive
Rex Pipes and Cables Industries Limited,2021-07-28,2021-08-10,26.0,26.8,0.030769230769230795,listed_alive
Network People Services Technologies Limited,2021-07-28,2025-04-30,2177.0,2320.15,0.06575562700964635,listed_alive
Glenmark Life Sciences Limited,2021-07-27,2021-08-06,720.0,748.5,0.03958333333333333,listed_alive
Tatva Chintan Pharma Chem Limited,2021-07-16,2021-07-29,1083.0,2312.2,1.134995383194829,listed_alive
Zomato Limited,2021-07-14,2021-07-23,76.0,126.0,0.6578947368421053,listed_alive
Piramal Capital and Housing Finance Limited,2021-07-12,,,,,listed_alive
Clean Science and Technology Limited,2021-07-07,2021-07-19,900.0,1585.25,0.7613888888888889,listed_alive
G R Infraprojects Limited,2021-07-07,2021-07-19,837.0,1747.1,1.0873357228195937,listed_alive
IIFL Home Finance Limited,2021-07-06,2025-12-02,,,,listed_alive
Walpar Nutritions Limited,2021-06-30,2021-07-13,55.0,57.0,0.03636363636363636,listed_alive
India Pesticides Limited,2021-06-23,2021-07-05,296.0,343.15,0.15929054054054045,listed_alive
Dodla Dairy Limited,2021-06-16,2021-06-28,428.0,609.9,0.42499999999999993,listed_alive
Krishna Institute of Medical Sciences Limited,2021-06-16,2021-06-28,825.0,996.95,0.20842424242424248,listed_alive
Sona BLW Precision Forgings Limited,2021-06-14,2021-06-24,291.0,361.2,0.2412371134020618,listed_alive
Shyam Metalics and Energy Limited,2021-06-14,2021-06-24,306.0,376.15,0.22924836601307183,listed_alive
Abhishek Integrations Limited,2021-06-08,2021-06-21,50.0,38.0,-0.24,listed_alive
POWERGRID Infrastructure Investment Trust,2021-04-29,2021-05-14,100.0,102.99,0.029899999999999947,listed_alive
India Grid Trust,2021-04-28,2021-05-10,1000.0,127.04,-0.8729600000000001,listed_alive
Macrotech Developers Limited,2021-04-07,2021-04-19,486.0,465.25,-0.042695473251028807,listed_alive
V-Marc India Limited,2021-03-25,,,,,listed_alive
Barbeque-Nation Hospitality Limited,2021-03-24,2021-04-07,500.0,587.8,0.17559999999999992,listed_alive
Siddhika Coatings Limited,2021-03-24,2021-04-07,57.0,56.95,-0.0008771929824560905,listed_alive
Suryoday Small Finance Bank Limited,2021-03-17,2021-03-26,305.0,277.8,-0.08918032786885242,listed_alive
Nazara Technologies Limited,2021-03-17,2021-03-30,1101.0,1592.0,0.44595821980018163,listed_alive
Kalyan Jewellers India Limited,2021-03-16,2021-03-26,87.0,75.2,-0.13563218390804593,listed_alive
Craftsman Automation Limited,2021-03-15,2021-03-25,1490.0,1435.6,-0.03651006711409402,listed_alive
Laxmi Organic Industries Limited,2021-03-15,2021-03-25,130.0,164.45,0.2649999999999999,listed_alive
Anupam Rasayan India Limited,2021-03-12,2024-05-10,236.0,788.75,2.3421610169491527,listed_alive
Easy Trip Planners Limited,2021-03-08,2021-03-19,187.0,208.45,0.11470588235294112,listed_alive
IIFL Finance Limited,2021-03-03,2026-03-13,,,,listed_alive
MTAR Technologies Limited,2021-03-03,2021-03-15,575.0,1082.5,0.8826086956521739,listed_alive
Pavna Industries Limited,2021-02-24,2021-03-09,165.0,165.5,0.0030303030303030303,listed_alive
Heranba Industries Limited,2021-02-23,2021-03-05,627.0,812.6,0.29601275917065395,listed_alive
Party Cruisers Limited,2021-02-22,2021-03-05,51.0,51.3,0.005882352941176415,listed_alive
RailTel Corporation of India Limited,2021-02-16,2021-02-26,94.0,121.35,0.2909574468085106,listed_alive
Nureca Limited,2021-02-15,2021-02-25,400.0,645.75,0.614375,listed_alive
Brookfield India Real Estate Trust,2021-02-03,2021-02-16,275.0,268.93,-0.022072727272727247,listed_alive
Stove Kraft Limited,2021-01-25,2021-02-05,385.0,445.95,0.1583116883116883,listed_alive
Home First Finance Company India Limited,2021-01-21,2021-02-03,518.0,527.55,0.018436293436293348,listed_alive
Indigo Paints Limited,2021-01-20,2021-02-02,1490.0,3117.15,1.092046979865772,listed_alive
Indian Railway Finance Corporation Limited,2021-01-18,2025-12-03,,,,listed_alive
Antony Waste Handling Cell Limited,2020-12-21,2021-01-01,315.0,407.35,0.29317460317460325,listed_alive
Mrs. Bectors Food Specialities Limited,2020-12-15,2020-12-24,288.0,594.2,1.0631944444444446,listed_alive
Burger King India Limited,2020-12-02,2020-12-14,60.0,135.0,1.25,listed_alive
Gland Pharma Limited,2020-11-09,2020-11-20,1500.0,1819.55,0.2130333333333333,listed_alive
Equitas Small Finance Bank Limited,2020-10-20,2020-11-02,33.0,32.8,-0.0060606060606061465,listed_alive
Bodhi Tree Multimedia Limited,2020-10-09,2020-10-21,95.0,95.8,0.008421052631578918,listed_alive
AAA Technologies Limited,2020-09-30,2022-11-28,72.0,78.75,0.09375,listed_alive
Atal Realtech Limited,2020-09-30,2020-10-15,72.0,66.7,-0.07361111111111107,listed_alive
Mazagon Dock Shipbuilders Limited,2020-09-29,2020-10-12,145.0,171.95,0.18586206896551716,listed_alive
Likhitha Infrastructure Limited,2020-09-29,2020-10-15,120.0,136.5,0.1375,listed_alive
UTI Asset Management Company Limited,2020-09-29,2020-10-12,554.0,476.2,-0.14043321299638992,listed_alive
Sigma Solve Limited,2020-09-29,2023-06-09,295.0,302.35,0.02491525423728821,listed_alive
Angel Broking Limited,2020-09-22,2020-10-05,306.0,275.8,-0.09869281045751631,listed_alive
Chemcon Speciality Chemicals Limited,2020-09-21,2020-10-01,340.0,584.8,0.7199999999999999,listed_alive
Computer Age Management Services Limited,2020-09-21,2021-05-07,1240.0,2207.4,0.7801612903225807,listed_alive
Route Mobile Limited,2020-09-09,2020-09-21,350.0,651.3,0.8608571428571428,listed_alive
Happiest Minds Technologies Limited,2020-09-07,2020-09-17,166.0,370.95,1.2346385542168674,listed_alive
Mindspace Business Parks REIT,2020-07-27,2020-08-07,275.0,303.7,0.10436363636363633,listed_alive
Yes Bank Limited - FPO,2020-07-15,,,,,listed_alive
Rossari Biotech Limited,2020-07-13,2020-07-23,425.0,741.65,0.7450588235294117,listed_alive
Ksolves India Limited,2020-06-23,2022-09-23,406.0,422.75,0.04125615763546798,listed_alive
Laxmi Goldorna House Limited,2020-03-20,2023-11-10,135.0,148.75,0.10185185185185185,listed_alive
Antony Waste Handling Cell Limited - Issue Withdrawn,2020-03-04,,,,,listed_alive
SBI Cards and Payment Services Limited,2020-03-02,2020-03-16,755.0,681.4,-0.0974834437086093,listed_alive
Madhav Copper Limited,2020-01-27,2020-08-19,70.0,77.9,0.11285714285714293,listed_alive
ITI Limited FPO - Issue Withdrawn,2020-01-24,,,,,listed_alive
Hindprakash Industries Limited,2020-01-15,2020-01-27,40.0,41.3,0.03249999999999993,listed_alive
Tata Capital Housing Finance Limited,2020-01-07,2026-06-22,,,,listed_alive
Shriram Transport Finance Company Limited,2020-01-06,,,,,listed_alive
Vaxtex Cotfab Limited,2019-12-27,2020-01-13,24.0,24.8,0.03333333333333336,listed_alive
Prince Pipes and Fittings Limited,2019-12-18,2019-12-30,178.0,166.9,-0.06235955056179772,listed_alive
L&T Finance Limited,2019-12-16,2026-07-10,,,,listed_alive
DC Infotech and Communication Limited,2019-12-12,2019-12-27,45.0,45.2,0.004444444444444508,listed_alive
Ujjivan Small Finance Bank Limited,2019-12-02,2019-12-12,37.0,55.95,0.5121621621621623,listed_alive
Ascom Leasing & Investments Limited,2019-11-26,,30.0,,,listed_alive
CSB Bank Limited,2019-11-22,2019-12-04,195.0,300.05,0.5387179487179488,listed_alive
Mangalam Global Enterprise Limited,2019-11-15,2020-12-23,41.0,47.85,0.16707317073170735,listed_alive
Indian Railway Catering and Tourism Corporation Limited,2019-09-30,2019-10-14,320.0,727.75,1.27421875,listed_alive
Vishwaraj Sugar Industries Limited,2019-09-30,2019-10-15,60.0,60.35,0.005833333333333357,listed_alive
Sona Hi Sona Jewellers (Gujarat) Limited,2019-09-30,,10.0,,,listed_alive
Shiv Aum Steels Limited,2019-09-19,2025-11-14,300.0,300.0,0.0,listed_alive
Salasar Exteriors And Contour Limited,2019-08-28,2019-09-12,36.0,36.0,0.0,listed_alive
Tata Capital Financial Services Ltd,2019-08-13,,,,,listed_alive
India Infoline Finance Limited,2019-08-06,2019-09-09,1000.0,938.9,-0.06110000000000002,listed_alive
Sterling & Wilson Solar Limited,2019-08-06,,,,,listed_alive
Spandana Sphoorty Financial Limited,2019-08-05,2025-08-18,115.0,112.85,-0.018695652173913092,listed_alive
Indiabulls Consumer Finance Limited,2019-07-31,2019-09-11,1000.0,851.15,-0.14885,listed_alive
Affle India Limited,2019-07-29,2019-08-08,745.0,873.65,0.17268456375838923,listed_alive
Wonder Fibromats Limited,2019-07-22,2019-08-06,89.0,89.05,0.0005617977528089568,listed_alive
Shriram Transport Finance Company Limited,2019-07-17,2019-08-26,1000.0,980.75,-0.01925,listed_alive
K.P.R. Agrochem Limited,2019-06-28,,,,,listed_alive
AB Infrabuild Limited,2019-06-28,,29.0,,,listed_alive
IndiaMART InterMESH Limited,2019-06-24,2019-07-04,973.0,1301.95,0.3380781089414183,listed_alive
Alumilite Architecturals Limited,2019-06-24,,30.0,,,listed_alive
Sudarshan Pharma Industries Limited,2019-06-12,,72.0,,,listed_alive
Indiabulls Consumer Finance Limited,2019-05-30,2019-09-11,1000.0,851.15,-0.14885,listed_alive
Par Drugs and Chemicals Limited,2019-05-03,2021-09-16,124.0,142.9,0.15241935483870972,listed_alive
Neogen Chemicals Limited,2019-04-24,2019-05-08,215.0,263.55,0.22581395348837213,listed_alive
Magma Fincorp Limited,2019-04-08,2019-05-09,1000.0,128.75,-0.87125,listed_alive
L&T Finance Limited,2019-04-08,2026-07-10,,,,listed_alive
Polycab India Limited,2019-04-05,2019-04-16,538.0,654.8,0.2171003717472118,listed_alive
Metropolis Healthcare Limited,2019-04-03,2019-04-15,880.0,959.85,0.0907386363636364,listed_alive
Rail Vikas Nigam Limited,2019-03-29,2019-04-11,19.0,19.05,0.0026315789473684583,listed_alive
OSIA Hyper Retail Limited,2019-03-26,2022-12-01,295.0,325.55,0.10355932203389834,listed_alive
KHFM Hospitality and Facility Management Serv Ltd,2019-03-22,2019-04-12,36.0,36.1,0.0027777777777778173,listed_alive
Embassy Office Parks REIT,2019-03-18,2019-04-01,300.0,314.67,0.048900000000000055,listed_alive
Artedz Fabs Limited,2019-03-18,2019-03-29,36.0,41.65,0.15694444444444441,listed_alive
MSTC Limited,2019-03-13,2019-03-29,120.0,113.95,-0.050416666666666644,listed_alive
L&T Finance Limited,2019-03-06,2026-07-10,,,,listed_alive
Mindpool Technologies Limited,2019-02-14,2019-02-28,30.0,28.5,-0.05,listed_alive
Indiabulls Consumer Finance Limited,2019-02-04,2019-09-11,1000.0,851.15,-0.14885,listed_alive
Chalet Hotels Limited,2019-01-29,2019-02-07,280.0,291.7,0.041785714285714246,listed_alive
Surani Steel Tubes Limited,2019-01-25,2019-02-06,52.0,53.25,0.02403846153846154,listed_alive
Xelpmoc Design and Tech Limited,2019-01-23,2019-02-04,66.0,59.85,-0.09318181818181816,listed_alive
India Infoline Finance Limited,2019-01-22,2019-09-09,1000.0,938.9,-0.06110000000000002,listed_alive
Shriram Transport Finance Company Limited,2019-01-07,2019-08-26,1000.0,980.75,-0.01925,listed_alive
ECL Finance Limited,2018-12-13,2025-12-01,1000.0,,,listed_alive
DRS Dilip Roadlines Limited,2018-11-27,2018-12-10,75.0,75.15,0.002000000000000076,listed_alive
Shubhlaxmi Jewel Art Limited,2018-11-22,2018-12-04,26.0,27.2,0.04615384615384613,listed_alive
ICL Multitrading India Limited,2018-11-19,,85.0,,,listed_alive
Shriram Transport Finance Company Limited,2018-10-15,2019-08-26,1000.0,980.75,-0.01925,listed_alive
Ultra Wiring Connectivity System Limited,2018-10-12,2018-10-26,35.0,33.2,-0.051428571428571344,listed_alive
Iris Clothings Limited,2018-10-10,2021-02-22,60.0,70.8,0.17999999999999997,listed_alive
Dinesh Engineers Limited,2018-09-28,,,,,listed_alive
Marine Electricals (India) Limited,2018-09-28,2020-12-02,191.05,197.1,0.03166710285265628,listed_alive
Vinny Overseas Limited,2018-09-28,2022-11-28,80.0,82.65,0.03312500000000007,listed_alive
B&B Triplewall Containers Limited,2018-09-28,2022-11-23,230.0,225.9,-0.017826086956521714,listed_alive
Silgo Retail Limited,2018-09-27,2026-02-19,30.0,37.04,0.23466666666666663,listed_alive
Kritika Wires Limited,2018-09-26,2022-05-04,40.0,58.05,0.45124999999999993,listed_alive
Parin Furniture Limited,2018-09-26,2018-10-09,63.0,64.9,0.03015873015873025,listed_alive
Aavas Financiers Limited,2018-09-25,2018-10-08,821.0,774.35,-0.056820950060901314,listed_alive
Garden Reach Shipbuilders & Engineers Limited,2018-09-24,2018-10-10,118.0,103.3,-0.1245762711864407,listed_alive
Rajnandini Metal Limited,2018-09-24,2021-02-16,31.05,37.25,0.19967793880837356,listed_alive
Kshitij Polyline Limited,2018-09-21,2022-07-27,31.0,34.05,0.09838709677419345,listed_alive
Ircon International Limited,2018-09-17,2018-09-28,475.0,415.3,-0.12568421052631576,listed_alive
Spectrum Electrical Industries Limited,2018-09-17,2025-03-28,1833.0,2057.05,0.12223131478450637,listed_alive
Indiabulls Commercial Credit Limited,2018-09-11,2023-04-27,1000.0,913.0,-0.087,listed_alive
Ahlada Engineers Limited,2018-09-11,2021-01-28,69.5,68.65,-0.012230215827338048,listed_alive
Tata Capital Financial Services Limited,2018-09-10,2023-12-12,,1054.93,,listed_alive
Rajshree Polypack Limited,2018-09-10,2018-09-24,,116.6,,listed_alive
AKG Exim Limited,2018-09-10,2021-02-16,93.3,102.4,0.09753483386923911,listed_alive
Lagnam Spintex Limited,2018-09-04,2021-09-30,41.0,45.05,0.09878048780487798,listed_alive
Sumit Woods Limited,2018-08-29,2019-07-30,23.85,22.95,-0.03773584905660386,listed_alive
Marshall Machines Limited,2018-08-28,2021-11-22,33.0,31.4,-0.048484848484848526,listed_alive
Supreme Engineering Limited,2018-08-24,2020-12-04,23.0,25.45,0.10652173913043475,listed_alive
Dangee Dums Limited,2018-08-20,2020-11-13,92.0,110.4,0.20000000000000007,listed_alive
Aaron Industries Limited,2018-08-20,2020-11-06,27.0,32.7,0.21111111111111122,listed_alive
Powerful Technologies Limited,2018-08-09,2018-08-28,51.0,45.6,-0.10588235294117644,listed_alive
CreditAccess Grameen Limited,2018-08-08,2023-09-11,1000.0,999.78,-0.00022000000000002728,listed_alive
Saketh Exim Limited,2018-08-01,2018-08-13,69.0,69.4,0.005797101449275445,listed_alive
HDFC Asset Management Company Limited,2018-07-25,2018-08-06,1100.0,1815.95,0.6508636363636364,listed_alive
ECL Finance Limited,2018-07-24,2025-12-01,1000.0,,,listed_alive
Ushanti Colour Chem Limited,2018-07-23,2018-08-02,60.0,67.4,0.12333333333333343,listed_alive
TCNS Clothing Co. Limited,2018-07-18,2018-07-30,716.0,659.15,-0.07939944134078215,listed_alive
Avon Moldplast Limited,2018-07-12,2018-07-26,51.0,52.25,0.024509803921568627,listed_alive
Ambani Organics Limited,2018-07-06,2018-07-18,66.0,66.65,0.009848484848484934,listed_alive
Rudrabhishek Enterprises Limited,2018-06-29,2020-12-14,96.0,99.85,0.04010416666666661,listed_alive
Jakharia Fabric Limited,2018-06-29,2018-07-11,180.0,181.5,0.008333333333333333,listed_alive
Ganga Forging Limited,2018-06-29,2021-07-06,93.0,98.7,0.06129032258064519,listed_alive
Shriram Transport Finance Company Limited - NCD 8,2018-06-27,,,,,listed_alive
Varroc Engineering Limited,2018-06-26,2018-07-06,967.0,1037.35,0.07275077559462245,listed_alive
Bright Solar Limited,2018-06-26,2018-07-09,36.0,36.95,0.02638888888888897,listed_alive
RITES Limited,2018-06-20,2018-07-02,185.0,213.3,0.15297297297297305,listed_alive
Fine Organic Industries Limited,2018-06-20,2018-07-02,783.0,822.8,0.05083014048531284,listed_alive
Accuracy Shipping Limited,2018-06-11,2020-12-11,27.0,31.25,0.1574074074074074,listed_alive
Priti International Limited,2018-06-11,2022-03-02,66.0,69.05,0.04621212121212117,listed_alive
Shreeoswal Seeds and Chemicals Limited,2018-06-07,2023-02-28,348.0,384.5,0.10488505747126436,listed_alive
Sonam Clock Limited,2018-06-01,2022-04-07,75.0,84.55,0.1273333333333333,listed_alive
Sorich Foils Limited,2018-05-24,,16.0,,,listed_alive
Debock Sales and Marketing Limited,2018-05-24,2018-06-05,20.0,20.35,0.01750000000000007,listed_alive
Latteys Industries Limited,2018-05-23,2023-05-23,35.0,40.95,0.17000000000000007,listed_alive
Shree Vasu Logistics Limited,2018-05-23,2023-04-21,127.0,144.3,0.13622047244094498,listed_alive
Dewan Housing Finance Corporation Limited,2018-05-22,2018-06-06,1000.0,989.99,-0.010009999999999991,listed_alive
Suumaya Lifestyle Limited,2018-05-22,2020-10-19,55.0,62.25,0.1318181818181818,listed_alive
